ID,City,Country,Latitude,Longitude,Elevation (m),Elevation (ft),Max Temp (F),Adj Temp (F),Humidity (%),Wind Speed (mph),Cloudiness (%),Date
13629,Mayakonda,IN,14.29,76.08,640.5306396,2101.478544,72.78,80.1351749,98,4.29,24,1538019395
13630,Malim,PH,7.45,123.43,67.15885162,220.3374468,82.14,82.91118106,100,6.31,20,1538019396
13631,Neya,RU,58.29,43.89,103.4645615,339.4506718,40.29,41.47807735,94,24.87,92,1538019396
13632,Shirak,AM,40.84,43.91,1622.934082,5324.587054,36.15,54.78605469,92,2.62,12,1538019396
13633,Elk River,US,45.3,-93.57,258.3859558,847.7229793,55.94,58.90703043,52,8.05,1,1538018160
13634,Liaozhong,CN,41.51,122.73,16.15402412,52.99876851,69.8,69.98549569,43,2.24,0,1538017200
13635,Santo Antonio De Posse,BR,-22.61,-46.92,675.4492188,2216.040815,73.4,81.15614285,78,13.87,75,1538018400
13636,Calituban,PH,10.24,124.29,0,0,78.8,78.8,94,12.75,90,1538017200
13637,Eaglesham,GB,55.74,-4.27,159.1390839,522.1098719,60.8,62.62738455,82,14.99,92,1538018400
13638,Gubbio,IT,43.35,12.58,507.9561768,1666.522943,48.2,54.0328303,57,9.17,0,1538016600
13639,San Juan De Arama,CO,3.37,-73.87,437.0503235,1433.892183,67.56,72.57862264,94,1.61,36,1538019398
13640,Uchkent,RU,43.11,47.08,144.316452,473.4791885,53.6,55.25717716,87,8.95,40,1538017200
13641,Pataias,PT,39.67,-8.99,114.7839966,376.5879273,66.2,67.51805775,88,1.12,0,1538017200
13642,Paeroa,NZ,-37.37,175.68,15,49.2126,57.75,57.9222441,61,5.97,80,1538019399
13643,Forecariah,GN,9.43,-13.09,25.08363152,82.29538162,75.2,75.48803384,94,3.06,75,1538017200
13644,Castelo Branco,PT,39.82,-7.5,384.5679932,1261.706055,69.63,74.04597119,67,9.44,20,1538019400
13645,Kefalos,GR,36.75,26.96,81.68421936,267.9928542,66.2,67.13797499,59,12.75,0,1538016600
13646,Yazd,IR,31.89,54.36,1215.309326,3987.23545,64.4,78.35532407,22,2.24,0,1538017200
13647,Tabaan,PH,16.3,120.52,478.4943542,1569.863417,80.43,85.92452196,83,3.96,68,1538019400
13648,Bustehrad,CZ,50.16,14.19,313.9874268,1030.142509,48.2,51.80549878,57,12.75,20,1538017200
13649,Banatski Karlovac,RS,45.05,21.02,97.40621948,319.5742211,39.2,40.31850977,92,1.12,0,1538017200
13650,Drovyanaya,RU,51.58,113.05,732.994751,2404.838499,44.6,53.01693475,87,8.95,75,1538017200
13651,Kopanskaya,RU,46.28,38.48,16,52.49344,48.75,48.93372704,100,6.42,0,1538019401
13652,Chlumec Nad Cidlinou,CZ,50.15,15.46,213.5713654,700.6934783,44.6,47.05242717,86,2.24,40,1538017200
13653,Landeck,AT,47.14,10.57,807.4764404,2649.201005,41,50.27220352,93,3.36,0,1538016600
13654,Junagadh,IN,21.52,70.46,96.62488556,317.0107895,75.48,76.58953776,90,4.63,32,1538019402
13655,Ebolowa,CM,2.92,11.15,602.9066772,1978.040343,68.64,75.5631412,97,2.17,92,1538019402
13656,Novyy Yarychiv,UA,49.9,24.31,224.8608246,737.7323877,50,52.58206336,61,8.95,90,1538019000
13657,Lapeer,US,43.05,-83.32,256.2272034,840.6404579,55.4,58.3422416,75,3.36,1,1538018100
13658,Umi,JP,33.57,130.52,49.1427803,161.2295993,78.8,79.3643036,44,9.17,40,1538017200
13659,Foz,ES,43.57,-7.26,45.47161102,149.1850803,68.55,69.07214778,88,5.19,8,1538019403
13660,Dianalund,DK,55.53,11.49,31.9726944,104.8972947,55.4,55.76714053,87,13.87,12,1538018400
13661,Kouqian,CN,43.66,126.5,231.516449,759.5684265,64.68,67.33848949,77,3.96,0,1538019404
13662,Novaya Mayna,RU,54.15,49.76,59.34666824,194.706923,42.8,43.48147423,75,8.95,75,1538017200
13663,Vikindu,TZ,-6.98,39.3,80.44555664,263.929,73.4,74.3237515,94,3.18,40,1538017200
13664,Keokuk,US,40.4,-91.39,175.0609436,574.3469462,53.96,55.97021431,93,3.36,1,1538018100
13665,Halvad,IN,23.02,71.18,43.7299881,143.4710942,76.65,77.15214883,85,5.75,0,1538019405
13666,Nea Alikarnassos,GR,35.33,25.17,62.38577652,204.677751,68,68.71637213,72,19.46,75,1538016600
13667,Bila,UA,49.59,25.58,341.7957458,1121.377155,47.04,50.96482004,61,15.37,92,1538019406
13668,Valpacos,PT,41.61,-7.31,425.5192261,1396.060498,56.76,61.64621174,87,3.06,32,1538019406
13669,Vesyegonsk,RU,58.67,37.27,100.3893585,329.361423,48.84,49.99276498,96,19.28,68,1538019406
13670,Khandwa,IN,21.82,76.36,307.4562683,1008.714823,79.62,83.15050188,83,3.4,0,1538019406
13671,Nowy Dwor Mazowiecki,PL,52.43,20.72,74.96533203,245.9492599,55.4,56.26082241,58,9.17,75,1538019000
13672,Rakai,UG,-0.71,31.4,1242.378052,4076.043607,58.47,72.73615263,88,2.73,0,1538019407
13673,Arcelia,MX,18.32,-100.28,401.6724854,1317.823157,65.13,69.74238105,92,2.39,8,1538019407
13674,Khomutovo,RU,52.85,37.45,231.1866608,758.4864441,40.29,42.94470255,94,23.09,92,1538019407
13675,Puta,AZ,40.3,49.66,-7.616889,-24.98979411,64.4,64.31253572,77,28.86,90,1538017200
13676,Cassia,BR,-20.58,-46.92,733.0133057,2404.899374,74.13,82.54714781,61,1.5,80,1538019408
13677,Nanjangud,IN,12.12,76.68,667.2944946,2189.28647,70.08,77.74250264,98,4.18,76,1538019408
13678,Kozelsk,RU,54.04,35.77,169.634079,556.5422717,40.65,42.59789795,94,26.22,92,1538019408
13679,Zilupe,LV,56.39,28.12,117.1102219,384.2199003,46.59,47.93476965,84,14.03,20,1538019315
13680,Vidor,US,30.13,-94.02,6.18430233,20.28970646,77,77.07101397,91,3.36,40,1538018100
13681,Alliston,CA,44.15,-79.87,221.3157349,726.1015156,57.2,59.7413553,93,5.82,1,1538017200
13682,Mineral Wells,US,32.81,-98.11,278.2269897,912.818237,62.96,66.15486383,66,8.05,20,1538018100
13683,Brovst,DK,57.1,9.52,10.2439661,33.60881375,54.42,54.53763085,90,15.59,88,1538019409
13684,Iratosu,RO,46.32,21.2,99.61066437,326.8066521,35.6,36.74382328,93,2.24,8,1538017200
13685,Varese,IT,45.82,8.82,379,1243.43836,50,54.35203426,93,1.12,0,1538016600
13686,Saku,JP,36.21,138.45,778.4580688,2553.996371,62.6,71.5389873,82,5.82,75,1538017200
13687,Santa Teresita,PH,13.87,120.98,168.8456268,553.9554863,82.68,84.6188442,88,11.79,44,1538019410
13688,Manavgat,TR,36.79,31.44,38.96724701,127.8453027,68,68.44745856,49,9.17,0,1538016600
13689,Betafo,MG,-19.84,46.86,1414.362793,4640.298026,45.33,61.57104309,83,2.51,0,1538019411
13690,Langres,FR,47.87,5.33,401.6053467,1317.602886,46.4,51.0116101,81,2.73,0,1538017200
13691,Wadena,CA,51.95,-103.8,540,1771.6536,42.63,48.8307876,79,12.8,36,1538019411
13692,Zolotyy Potik,UA,48.91,25.34,345.9004517,1134.844038,44.6,48.57195413,100,11.45,75,1538017200
13693,Fort Beaufort,ZA,-32.78,26.63,438.072876,1437.247014,40.92,45.95036455,87,2.73,0,1538019412
13694,Tupancireta,BR,-29.08,-53.84,462.1804504,1516.340109,65.85,71.15719038,98,3.18,64,1538019412
13695,Pensacola,US,30.42,-87.22,15.22128105,49.93858773,78.08,78.25478506,84,3.51,75,1538016960
13696,Kerteminde,DK,55.45,10.66,1.296497703,4.253601523,59.28,59.29488761,95,15.82,92,1538019413
13697,Andernach,DE,50.44,7.4,70.56939697,231.5269004,51.8,52.61034415,76,4.7,0,1538018400
13698,Bouza,NE,14.42,6.04,406,1332.02104,73.68,78.34207364,67,4.18,12,1538019413
13699,Anapolis,BR,-16.33,-48.95,992.4169922,3255.961365,75.2,86.59586478,27,8.05,0,1538017200
13700,Kpandu,GH,7,0.29,182.7730713,599.6492032,73.86,75.95877221,94,2.95,76,1538019413
13701,Burmakino,RU,57.43,40.31,146.1920013,479.6325657,39.66,41.33871398,100,28.9,92,1538019414
13702,Carire,BR,-3.95,-40.47,147.0601349,482.4807729,77.73,79.41868271,68,12.24,0,1538019414
13703,Brake,DE,52.07,8.6,97.13933563,318.6986179,59,60.11544516,54,10.29,75,1538018400
13704,Ambatofinandrahana,MG,-20.55,46.8,1381.106689,4531.190071,49.74,65.59916525,100,3.29,56,1538019414
13705,Rzeszow,PL,50.04,22,205.8115387,675.2347286,51.8,54.16332155,53,13.87,75,1538017200
13706,Ispravnaya,RU,44.07,41.6,717.1733398,2352.93098,36.69,44.92525843,97,1.39,92,1538019415
13707,Ariano Irpino,IT,41.15,15.09,663.3699951,2176.410815,44.6,52.21743785,93,9.17,40,1538016900
13708,Detva,SK,48.54,19.42,425.5626526,1396.202973,35.6,40.48671041,85,1.12,0,1538017200
13709,Tvedestrand,NO,58.62,8.93,64.82956696,212.6954365,51.8,52.54443403,76,6.93,64,1538018400
13710,Medford,US,42.33,-122.87,411.4207764,1349.80574,78.98,83.70432009,18,8.05,1,1538016960
13711,Langenhagen,DE,52.44,9.74,51.58358765,169.2374977,59,59.59233124,58,9.17,40,1538018400
13712,Thyboron,DK,56.7,8.21,0.639999986,2.099737553,55.95,55.95734908,95,17.05,76,1538019416
13713,Forrest City,US,35.01,-90.79,80.33908844,263.5796949,64.4,65.32252893,82,3.36,92,1538018100
13714,Palenque,EC,-1.44,-79.76,31.40681267,103.0407273,74.85,75.21064255,87,2.84,68,1538019417
13715,Hihya,EG,30.67,31.59,13.57511139,44.53776845,75.2,75.35588219,73,3.36,0,1538017200
13716,Chillan,CL,-36.61,-72.1,130.0281067,426.6014136,59,60.49310495,54,14.99,0,1538017200
13717,Kraskino,RU,42.71,130.78,18.29515266,60.02346867,64.95,65.16008214,89,2.62,0,1538019417
13718,Pomezia,IT,41.67,12.5,100.029068,328.1793674,57.2,58.34862779,58,5.82,5,1538016900
13719,Romanovskaya,RU,47.54,42.02,17,55.77428,39.3,39.49520998,97,4.85,0,1538019418
13720,West Melbourne,US,28.07,-80.65,9.407232285,30.86362397,84.02,84.12802268,76,8.05,20,1538016960
13721,Norcasia,CO,5.58,-74.89,671.3796997,2202.689374,63.96,71.66941281,99,1.83,88,1538019418
13722,Cerro Grande,HN,13.82,-87.25,1042.303467,3419.630906,66.2,78.16870817,88,2.39,40,1538017200
13723,Scicli,IT,36.79,14.7,100.7366409,330.500801,60.8,61.9567528,72,6.93,5,1538016900
13724,Vyazovaya,RU,54.9,58.36,322.2354126,1057.202831,50.19,53.89020991,99,3.85,92,1538019419
13725,Bethel Park,US,40.33,-80.04,362.3191833,1188.71127,59,63.16048944,83,5.82,1,1538018100
13726,Mochudi,BW,-24.38,26.15,963.4053345,3160.778758,69.8,80.86272565,22,8.05,0,1538017200
13727,Caete,BR,-19.88,-43.67,907.7750244,2978.264611,71.6,82.02392614,53,6.93,0,1538017200
13728,Milford,US,39.17,-84.3,169.3495636,555.6088222,59,60.94463088,90,3.36,1,1538018100
13729,Yima,CN,34.75,111.87,514.0946045,1686.662142,61.71,67.6133175,85,3.74,80,1538019420
13730,Resplendor,BR,-19.33,-41.26,120.4711075,395.2464283,66.39,67.7733625,84,4.63,0,1538019420
13731,Ceuta,ES,35.89,-5.31,4.701333523,15.42432307,75.2,75.25398513,88,12.75,40,1538017200
13732,Izmalkovo,RU,52.69,37.97,230.8924408,757.5211555,41.01,43.66132404,84,21.85,92,1538019421
13733,Avare,BR,-23.1,-48.93,772.8213501,2535.503198,66.39,75.26426119,92,7.09,44,1538019421
13734,Porong,ID,-7.55,112.7,8.728888512,28.63808658,84.2,84.3002333,58,4.7,20,1538013600
13735,Glubokiy,RU,48.52,40.33,65.81955719,215.943436,32.73,33.48580203,89,3.4,0,1538019422
13736,Riverbank,US,37.74,-120.94,42.67359924,140.0052513,80.96,81.45001838,36,3.36,1,1538016900
13737,Krasyliv,UA,49.66,26.97,280.2577209,919.4807412,45.51,48.72818259,62,14.58,92,1538019422
13738,Haysville,US,37.56,-97.35,383.7033386,1258.869261,57.56,61.96604242,56,5.82,90,1538018160
13739,Paraguacu,BR,-21.55,-45.74,813.4563599,2668.820164,74.58,83.92087057,53,3.62,92,1538019422
13740,Beresti-Bistrita,RO,46.72,26.83,256.0853271,840.1749847,32,34.94061245,70,3.62,0,1538017200
13741,Birkenau,DE,49.56,8.71,161.0023956,528.2230997,42.8,44.64878085,87,1.12,0,1538018400
13742,Oisterwijk,NL,51.58,5.19,13.63000298,44.71785896,48.2,48.35651251,81,5.82,0,1538018700
13743,Guryevsk,RU,54.28,85.93,226.0279541,741.5615529,59.46,62.05546544,76,3.4,32,1538019424
13744,Kalia,BD,23.05,89.63,8.852215767,29.04270358,87.63,87.73164946,89,6.76,0,1538019424
13745,Triunfo,BR,-7.84,-38.1,985.0172729,3231.68407,75.21,86.52089424,50,11.12,0,1538019424
13746,Jaysingpur,IN,16.78,74.56,549.5674438,1803.042852,73.86,80.17064998,98,4.74,44,1538019424
13747,Haywards Heath,GB,51,-0.1,72.95300293,239.3471301,55.4,56.23771496,100,2.39,0,1538018400
13748,Wabrzezno,PL,53.28,18.95,104,341.20736,55.4,56.59422576,66,19.46,75,1538019000
13749,Zhiryatino,RU,53.22,33.73,158.4868469,519.9699869,42.45,44.26989495,95,27.89,92,1538019425
13750,Baranoa,CO,10.79,-74.92,118.0817795,387.4074254,82.4,83.75592599,88,2.24,40,1538017200
13751,Dabrowa Tarnowska,PL,50.17,20.99,192.3981781,631.2276386,51.27,53.47929674,56,14.47,88,1538019133
13752,Telc,CZ,49.18,15.45,514.3066406,1687.357799,39.2,45.1057523,80,4.7,0,1538017200
13753,Maradi,NE,13.5,7.1,357.9244385,1174.292815,76.02,80.13002485,66,6.53,0,1538019426
13754,Lakhnadon,IN,22.6,79.61,612.2710571,2008.763375,81.33,88.36067181,73,6.2,0,1538019427
13755,Tapiramuta,BR,-11.85,-40.79,818.6524658,2685.867756,69.81,79.21053715,72,8.77,0,1538019427
13756,Gladenbach,DE,50.77,8.58,266.2484741,873.5186438,41,44.05731525,93,1.12,0,1538018400
13757,Adur,IN,9.17,76.73,61.31114578,201.1520595,78.81,79.51403221,95,2.62,8,1538019428
13758,Doksy,CZ,50.56,14.66,278.7398682,914.5009091,48.2,51.40075318,70,5.82,0,1538017200
13759,Kurtalan,TR,37.93,41.7,689.331543,2261.586499,55.4,63.31555275,58,5.82,0,1538017680
13760,Ilawa,PL,53.6,19.57,97.69945526,320.5362808,56.76,57.88187698,91,20.74,92,1538019429
13761,Huancayo,PE,-12.08,-75.21,3237.498779,10621.7155,37.86,75.03600423,93,1.83,92,1538019429
13762,Wiwili,NI,13.63,-85.83,408.8192444,1341.27053,69.45,74.14444685,100,2.39,92,1538019429
13763,Khategaon,IN,22.6,76.91,296.7184448,973.4857425,80.61,84.0172001,68,3.51,0,1538019429
13764,Skeldon,GY,5.88,-57.13,0,0,81.96,81.96,100,13.8,12,1538019430
13765,Buesaco,CO,1.39,-77.16,1765.843872,5793.451209,50.37,70.64707923,87,1.28,32,1538019430
13766,Melbourne,AU,-37.81,144.96,19.5016346,63.98174285,77,77.2239361,26,23.04,0,1538017920
13767,Chandrakona,IN,22.73,87.51,34.67466736,113.7620357,85.83,86.22816712,95,4.97,0,1538019430
13768,Versmold,DE,52.04,8.15,70.04850769,229.817946,59,59.80436281,76,2.24,75,1538018400
13769,Jiangyin,CN,31.91,120.26,9.62488842,31.57771892,78.72,78.83052202,72,10.45,0,1538019431
13770,Chalan,CO,9.55,-75.31,284.9897461,935.0057586,80.79,84.06252016,95,4.63,80,1538019431
13771,Sungurlu,TR,40.17,34.38,769.0979004,2523.287156,49.47,58.30150504,77,9.78,92,1538019431
13772,Taquari,BR,-29.79,-51.87,26.25868797,86.15055385,68.28,68.58152694,97,3.74,92,1538019431
13773,Verkh-Suetka,RU,53.3,80.05,145,475.7218,59.46,61.1250263,82,4.41,0,1538019432
13774,Sao Joao De Pirabas,BR,-0.77,-47.18,13.86933327,45.50306336,81.06,81.21926072,95,17.6,92,1538019432
13775,Shizukuishi,JP,39.7,140.98,197.9330292,649.3865994,57.2,59.4728531,93,4.7,75,1538017200
13776,Plaine Magnien,MU,-20.43,57.65,104.347168,342.3463626,73.4,74.59821227,73,10.29,40,1538017200
13777,Santo Nino,PH,15.34,120.63,34.03443909,111.6615491,87.8,88.19081542,66,6.93,75,1538017200
13778,Micco,US,27.85,-80.5,4.13828373,13.57704679,84.02,84.06751966,81,8.05,20,1538016960
13779,Bjornevatn,NO,69.67,29.98,59.61775589,195.5963182,42.8,43.48458711,81,19.46,40,1538018400
13780,Bitola,MK,41.03,21.33,621.046814,2037.555229,30.66,37.7914433,98,3.18,0,1538019434
13781,Atlacomulco,MX,19.8,-99.87,2576.818604,8454.129547,55.4,84.98945342,87,5.82,75,1538016720
13782,Madaba,JO,31.72,35.79,802.9125977,2634.227767,64.4,73.61979718,82,1.05,0,1538017200
13783,Sliven,BG,42.68,26.32,260.2550964,853.8553306,43.71,46.69849366,47,8.21,0,1538019434
13784,Lokossa,BJ,6.65,1.72,67.67987823,222.0468517,73.68,74.45716398,97,4.29,56,1538019435
13785,Campana,AR,-34.16,-58.96,9.458758354,31.03267276,62.6,62.70861435,72,11.41,75,1538017200
13786,Ranghulu,CN,46.63,124.88,149.0510559,489.0126663,66.84,68.55154433,53,6.42,0,1538019435
13787,Rubiataba,BR,-15.16,-49.8,645.9570313,2119.281666,67.83,75.24748583,72,3.96,8,1538019435
13788,Curuguaty,PY,-24.47,-55.69,219.5591125,720.3383188,70.53,73.05118412,88,3.62,56,1538019436
13789,Nuoro,IT,40.32,9.33,517.6710205,1698.395791,59,64.94438527,54,12.75,5,1538016900
13790,Tawala,PH,9.55,123.77,10.19555569,33.44998692,80.6,80.71707495,88,4.7,75,1538017200
13791,San Jose Temascatio,MX,20.68,-101.27,1740.512085,5710.341669,69.8,89.78619584,60,8.05,40,1538016120
13792,Adana,TR,37,35.33,31.65100288,103.8418763,71.6,71.96344657,56,2.24,0,1538016600
13793,Imola,IT,44.35,11.71,42.91413116,140.7943981,48.2,48.69278039,66,8.05,0,1538016900
13794,Makhinjauri,GE,41.67,41.69,44.19649506,145.0016288,59,59.5075057,93,9.17,75,1538017200
13795,Bayamo,CU,20.38,-76.64,57.4312439,188.4227222,78.8,79.45947953,88,9.17,20,1538016600
13796,Shemursha,RU,54.89,47.52,149.2871094,489.7871199,37.86,39.57425492,81,10.67,0,1538019438
13797,Texistepeque,SV,14.12,-89.5,416.778656,1367.384086,75.2,79.9858443,94,13.87,75,1538016600
13798,Bhawana,PK,31.57,72.65,172.8551178,567.1099847,77.28,79.26488495,77,4.52,56,1538019438
13799,A Coruna,ES,43.37,-8.4,7.309986591,23.98289641,62.6,62.68394014,88,4.7,0,1538017200
13800,Frankenberg,DE,49.84,11.73,454.6466675,1491.622973,39.2,44.4206804,97,2.62,1,1538018400
13801,Katy,US,29.79,-95.82,43.37408066,142.3034188,78.08,78.57806197,100,4.7,40,1538019300
13802,Satka,RU,55.04,59.03,415.3368835,1362.653861,51.63,56.39928851,96,2.84,92,1538019439
13803,Damme,BE,51.25,3.28,3.326962948,10.91523312,42.8,42.83820332,86,3.36,0,1538018520
13804,Matanzas,CU,23.05,-81.58,16.93612289,55.56470944,75.2,75.39447648,100,3.36,24,1538016600
13805,Miedzyrzec Podlaski,PL,51.99,22.78,146.278656,479.9168658,51.63,53.30970903,62,20.96,24,1538019440
13806,Vozhega,RU,60.47,40.21,174.9897919,574.1135088,41.82,43.82939728,95,22.64,92,1538019440
13807,Mulanje,MW,-16.03,35.5,609.5845947,1999.949522,66.12,73.11982333,68,3.29,8,1538019440
13808,Kiryu,JP,36.41,139.33,113.4413528,372.1829281,60.8,62.10264025,82,6.93,75,1538016060
13809,Manzini,SZ,-26.5,31.37,609.5288696,1999.766697,59,65.99918344,93,2.62,24,1538017200
13810,Tucker,US,46.37,-114.14,1036.985474,3402.183421,60.08,71.98764197,34,6.93,1,1538016780
13811,Krasnohrad,UA,49.38,35.45,160.9989166,528.2116856,34.35,36.1987409,90,9.78,24,1538019441
13812,Dmitriyevskoye,RU,45.8,41.89,69.32778168,227.4533592,39.93,40.72608676,84,3.18,0,1538019442
13813,Esparta,HN,15.74,-87.18,8.154666901,26.75415735,77,77.09363955,94,1.39,75,1538017200
13814,Sillanwali,PK,31.83,72.54,178.2856903,584.9268242,77.28,79.32724388,77,4.52,56,1538019442
13815,Borskoye,RU,53.03,51.7,64.53511047,211.7293718,45.96,46.7010528,97,6.87,48,1538019442
13816,Mazarron,ES,37.6,-1.31,70.98028564,232.8749604,75.2,76.01506236,73,16.11,92,1538017200
13817,Fano,IT,43.84,13.01,17.37249565,56.99637863,46.4,46.59948733,70,5.82,0,1538016600
13818,Orasac,BA,44.63,16.07,307.2471008,1008.028578,27.78,31.30810002,83,1.83,0,1538019302
13819,Barkot,IN,30.81,78.21,1293.581299,4244.033268,66.39,81.24411644,67,2.28,0,1538019443
13820,Omidiyeh,IR,30.76,49.7,22.36800003,73.38582922,77,77.2568504,41,4.18,0,1538017200
13821,Jeremoabo,BR,-10.08,-38.34,263.6570129,865.0164743,68.73,71.75755766,87,9.22,36,1538019444
13822,Ocotal,NI,13.63,-86.48,602.7386475,1977.489064,67.38,74.30121172,97,2.17,92,1538019444
13823,Bail Hongal,IN,15.82,74.87,687.5448608,2255.724681,73.86,81.75503638,100,3.96,92,1538019444
13824,Motihari,IN,26.65,84.91,72.97422028,239.4167408,83.85,84.68795859,87,4.63,0,1538019444
13825,Corumba,BR,-19,-57.65,126.3316574,414.4739549,75.84,77.29065884,78,2.39,0,1538019445
13826,Caninde De Sao Francisco,BR,-9.66,-37.79,178.6053314,585.9755155,71.16,73.2109143,83,9.22,8,1538019445
13827,Lyubinskiy,RU,55.15,72.69,112.9867935,370.6915916,51.8,53.09742057,81,3.62,0,1538017200
13828,Brits,ZA,-25.63,27.78,1112.288574,3649.240846,69.8,82.57234296,32,4.7,0,1538017200
13829,Pervoavgustovskiy,RU,52.23,35.05,209.2622223,686.5558694,42.18,44.58294554,81,22.75,92,1538019446
13830,Paradahan,PH,14.32,120.86,63.26488876,207.5619777,87.8,88.52646692,79,9.17,20,1538017200
13831,Dese,ET,11.13,39.63,2558.189209,8393.009484,49.2,78.5755332,77,2.39,0,1538019446
13832,Campos Novos,BR,-27.4,-51.22,916.2977295,3006.226243,62.88,73.40179185,96,2.84,88,1538019434
13833,Novorozhdestvenskaya,RU,45.87,39.95,38,124.67192,40.65,41.08635172,84,7.43,0,1538019447
13834,Dobson,NZ,-42.45,171.31,18.65333366,61.19860322,48.21,48.42419511,64,2.28,80,1538019447
13835,Adoni,IN,15.63,77.27,423.4311218,1389.209762,73.95,78.81223417,96,4.29,48,1538019447
13836,Florestopolis,BR,-22.86,-51.39,518.0640259,1699.685179,75.2,81.14889813,64,6.93,0,1538017200
13837,Adilcevaz,TR,38.8,42.73,1688.125488,5538.469627,48.2,67.58464369,57,4.7,0,1538016600
13838,Nyazepetrovsk,RU,56.06,59.6,324.6437988,1065.104361,51.36,55.08786526,99,3.18,92,1538019448
13839,Francia,HN,15.83,-85.6,15.56236649,51.05763446,74.76,74.93870172,81,1.61,68,1538019448
13840,Kolomna,RU,55.09,38.77,125.5678711,411.9680942,41,42.44188833,86,15.66,75,1538017200
13841,Beloretsk,RU,58.67,52.48,188.6195526,618.830573,35.25,37.41590701,96,12.68,0,1538019449
13842,Ignacio Zaragoza,MX,28.57,-111.59,14.8390274,48.68447467,86.73,86.90039566,37,9.22,0,1538019449
13843,Holstebro,DK,56.36,8.62,20.22594261,66.35808156,53.6,53.83225329,93,8.05,36,1538018400
13844,Khamamatyurt,RU,43.61,46.5,5.844029427,19.1733255,51.63,51.69710664,98,8.66,92,1538019449
13845,Torfyanoy,RU,58.49,49.2,115.2929535,378.2577335,35.16,36.48390207,90,15.03,0,1538019450
13846,Miklavz Na Dravskem Polju,SI,46.51,15.7,268,879.26512,37.4,40.47742792,93,2.39,0,1538017200
13847,Lupiro,TZ,-8.39,36.67,319.9395447,1049.670456,72.06,75.7338466,77,5.53,56,1538019450
13848,Gangarampur,IN,25.41,88.52,31.5906105,103.6437386,86.46,86.82275308,92,4.07,12,1538019450
13849,Syzran,RU,53.16,48.47,43.1070137,141.4272148,37.41,37.90499525,100,8.21,0,1538019451
13850,Volcan,PA,8.78,-82.64,1405.782471,4612.147361,73.4,89.54251576,100,2.24,40,1538013600
13851,Mandalay,MM,21.98,96.08,82.89078522,271.9514038,89.6,90.55182991,66,5.82,75,1538015400
13852,Bukid,PH,11.29,124.75,28.78455353,94.4375146,85.92,86.2505313,88,15.26,24,1538019451
13853,Juan Lacaze,UY,-34.43,-57.44,7.635418892,25.05058772,58.38,58.46767706,85,17.94,92,1538019452
13854,Berkakit,RU,56.58,124.77,814.4689941,2672.142455,53.07,62.42249859,64,12.01,0,1538019452
13855,Turbana,CO,10.27,-75.44,73.85338593,242.3011427,82.4,83.248054,83,2.24,75,1538017200
13856,Baltoji Voke,LT,54.6,25.2,141.0378723,462.722693,50,51.61952943,93,13.87,90,1538018400
13857,Manassas,US,38.75,-77.48,89.78826904,294.5809446,71.96,72.99103331,97,10.67,20,1538018100
13858,Dunning,GB,56.31,-3.59,71.19978333,233.5950971,59,59.81758284,87,23.04,20,1538018400
13859,Areni,AM,39.72,45.19,1211.764893,3975.60673,68,81.91462356,56,9.17,0,1538017200
13860,Miechow,PL,50.36,20.03,289.9454956,951.2647798,50,53.32942673,61,10.29,75,1538019000
13861,Krasnyy Luch,RU,55.97,38.97,132.0444489,433.2167096,40.02,41.53625848,95,27.78,92,1538019454
13862,Sadabad,IN,27.44,78.04,167.2418671,548.6938071,82.41,84.33042833,70,4.63,0,1538019454
13863,Pansoy,PH,13.18,122.6,183.1249542,600.8036748,84.66,86.76281286,97,12.68,64,1538019454
13864,Tangjiazhuang,CN,33.27,105.76,1130.216919,3708.060876,54.33,67.30821307,93,2.39,92,1538019454
13865,Coromoro,CO,6.3,-73.04,1568.635986,5146.443689,62.79,80.80255291,92,2.28,64,1538019455
13866,Takahashi,JP,34.82,133.52,375.4789124,1231.886235,71.6,75.91160182,68,6.93,75,1538017200
13867,Loanda,BR,-22.93,-53.14,474.0921326,1555.420432,69.54,74.98397151,95,5.75,8,1538019455
13868,San Cataldo,IT,37.49,13.99,625.4220581,2051.909705,60.72,67.90168397,90,13.58,0,1538019220
13869,Xuzhou,CN,34.27,117.18,37.07805252,121.6471578,74.31,74.73576505,68,6.53,0,1538019456
13870,Kuyanovo,RU,56.95,86.47,110.5495377,362.6953451,57.93,59.19943371,94,5.86,20,1538019456
13871,Huai Mek,TH,16.59,103.24,179.7207336,589.6349718,91.4,93.4637224,63,2.24,20,1538017200
13872,Stankov,CZ,49.55,13.07,356.9710083,1171.164763,39.2,43.29907667,93,2.24,0,1538017200
13873,Sao Cristovao,BR,-11.01,-37.21,2.554666758,8.381452885,77,77.02933509,73,11.41,20,1538017200
13874,El Playon,CO,3.24,-75.63,926.0316772,3038.161768,80.6,91.23356619,61,5.82,40,1538017200
13875,Lakhtar,IN,22.86,71.79,41.16708374,135.062615,76.65,77.12271915,79,6.08,0,1538019457
13876,Malandag,PH,6.32,125.26,158.0702209,518.6031037,87.81,89.62511086,74,2.95,44,1538019457
13877,Hille,DE,52.34,8.75,49.68869019,163.0206423,59,59.57057225,54,10.29,75,1538018400
13878,Zavodskoy,RU,43.1,44.65,612.414978,2009.235557,42.27,49.30232445,99,2.62,76,1538019458
